Nome: SAO GONCALO;
Codigo Estacao: A333;
Latitude: -6.835777;
Longitude: -38.311583;
Altitude: 237.04;
Situacao: Operante;
Data Inicial: 2007-11-05;
Data Final: 2021-10-29;
Periodicidade da Medicao: Mensal;
;
Data Medicao;TEMPERATURA MEDIA, MENSAL (AUT)(°C)
30/11/2015;29.715
30/11/2016;null
30/11/2017;29.739
30/11/2018;30.107
30/11/2019;30.179
30/11/2020;28.794
