Nome: PATOS;
Codigo Estacao: A321;
Latitude: -7.07972221;
Longitude: -37.27277777;
Altitude: 263.66;
Situacao: Operante;
Data Inicial: 2007-07-20;
Data Final: 2021-10-29;
Periodicidade da Medicao: Mensal;
;
Data Medicao;TEMPERATURA MEDIA, MENSAL (AUT)(°C)
30/11/2015;null
30/11/2016;null
30/11/2017;29.605
30/11/2018;29.587
30/11/2019;30.175
30/11/2020;28.759
