Nome: AREIA;
Codigo Estacao: A310;
Latitude: -6.975451;
Longitude: -35.718128;
Altitude: 573.45;
Situacao: Operante;
Data Inicial: 2004-11-15;
Data Final: 2021-10-29;
Periodicidade da Medicao: Mensal;
;
Data Medicao;TEMPERATURA MEDIA, MENSAL (AUT)(°C)
30/11/2015;23.422
30/11/2016;23.586
30/11/2017;22.940
30/11/2018;23.658
30/11/2019;23.437
30/11/2020;23.334
