Nome: MONTEIRO;
Codigo Estacao: A334;
Latitude: -7.89444444;
Longitude: -37.12472221;
Altitude: 606.39;
Situacao: Pane;
Data Inicial: 2007-08-21;
Data Final: 2021-10-29;
Periodicidade da Medicao: Mensal;
;
Data Medicao;TEMPERATURA MEDIA, MENSAL (AUT)(°C)
30/11/2015;26.856
30/11/2016;26.718
30/11/2017;26.492
30/11/2018;26.343
30/11/2019;26.773
30/11/2020;25.976
